CustomerID,Recency_raw,Frequency_raw,Monetary_raw,Recency,Frequency,Monetary,KMeans_Cluster,Cluster,Segment
13631,99,11,3070.42,99.0,11.0,3070.42,3,0,Loyal Frequent Buyers
13632,24,5,2118.93,24.0,5.0,2118.93,3,0,Loyal Frequent Buyers
13634,32,5,1547.3600000000001,32.0,5.0,1547.3600000000001,3,0,Loyal Frequent Buyers
13635,67,1,1071.03,67.0,1.0,1071.03,1,1,VIP Big Spenders
13636,36,5,949.12,36.0,5.0,949.12,8,0,Loyal Frequent Buyers
13637,51,3,804.3,51.0,3.0,804.3,8,0,Loyal Frequent Buyers
13638,15,1,122.64,15.0,1.0,122.64,9,1,VIP Big Spenders
13639,73,1,1033.34,73.0,1.0,1033.34,1,1,VIP Big Spenders
13642,215,1,312.28,215.0,1.0,312.28,7,1,VIP Big Spenders
13643,30,3,519.44,30.0,3.0,519.44,8,0,Loyal Frequent Buyers
13644,15,4,2624.26,15.0,4.0,2624.26,2,0,Loyal Frequent Buyers
13645,119,1,252.1,119.0,1.0,252.1,7,1,VIP Big Spenders
13647,9,4,1648.1200000000001,9.0,4.0,1648.1200000000001,2,0,Loyal Frequent Buyers
13649,256,2,346.6,256.0,2.0,346.6,4,1,VIP Big Spenders
13650,16,6,1836.34,16.0,6.0,1836.34,2,0,Loyal Frequent Buyers
13651,34,2,94.2,34.0,2.0,94.2,9,1,VIP Big Spenders
13652,45,3,1095.08,45.0,3.0,1095.08,8,0,Loyal Frequent Buyers
13654,42,6,2707.33,42.0,6.0,2707.33,3,0,Loyal Frequent Buyers
13655,113,2,932.97,113.0,2.0,932.97,4,1,VIP Big Spenders
13656,164,2,379.65,164.0,2.0,379.65,4,1,VIP Big Spenders
13657,10,2,382.14,10.0,2.0,382.14,0,1,VIP Big Spenders
13658,9,5,2639.17,9.0,5.0,2639.17,2,0,Loyal Frequent Buyers
13659,205,2,1563.0,205.0,2.0,1563.0,4,1,VIP Big Spenders
13662,85,3,881.26,85.0,3.0,881.26,4,0,Loyal Frequent Buyers
13663,178,1,189.47,178.0,1.0,189.47,6,1,VIP Big Spenders
13666,59,3,84.65,59.0,3.0,84.65,9,1,VIP Big Spenders
13667,148,1,299.05,148.0,1.0,299.05,7,1,VIP Big Spenders
13668,2,21,6309.83,2.0,21.0,6309.83,5,0,Loyal Frequent Buyers
13669,50,2,218.55,50.0,2.0,218.55,9,1,VIP Big Spenders
13670,74,1,349.7,74.0,1.0,349.7,1,1,VIP Big Spenders
13672,300,2,186.39000000000001,300.0,2.0,186.39000000000001,6,1,VIP Big Spenders
13673,18,2,387.44,18.0,2.0,387.44,0,1,VIP Big Spenders
13675,150,2,486.82000000000005,150.0,2.0,486.82000000000005,4,1,VIP Big Spenders
13678,151,1,232.6,151.0,1.0,232.6,7,1,VIP Big Spenders
13680,0,4,3719.12,0.0,4.0,3719.12,2,0,Loyal Frequent Buyers
13681,17,4,827.83,17.0,4.0,827.83,8,0,Loyal Frequent Buyers
13682,186,1,59.5,186.0,1.0,59.5,6,1,VIP Big Spenders
13684,285,1,65.13,285.0,1.0,65.13,6,1,VIP Big Spenders
13685,2,7,3119.44,2.0,7.0,3119.44,2,0,Loyal Frequent Buyers
13686,182,1,72.0,182.0,1.0,72.0,6,1,VIP Big Spenders
13689,62,1,910.0,62.0,1.0,910.0,1,1,VIP Big Spenders
13690,58,1,172.25,58.0,1.0,172.25,9,1,VIP Big Spenders
13692,24,3,1488.32,24.0,3.0,1488.32,8,0,Loyal Frequent Buyers
13694,3,50,65039.62,3.0,30.0,19780.487800000003,5,0,Loyal Frequent Buyers
13695,30,15,2504.13,30.0,15.0,2504.13,3,0,Loyal Frequent Buyers
13697,38,1,151.29999999999998,38.0,1.0,151.29999999999998,9,1,VIP Big Spenders
13699,154,1,308.58000000000004,154.0,1.0,308.58000000000004,7,1,VIP Big Spenders
13700,25,10,2248.63,25.0,10.0,2248.63,3,0,Loyal Frequent Buyers
13703,317,1,99.5,317.0,1.0,99.5,6,1,VIP Big Spenders
13704,4,9,2308.06,4.0,9.0,2308.06,2,0,Loyal Frequent Buyers
13705,7,3,711.86,7.0,3.0,711.86,0,0,Loyal Frequent Buyers
13706,302,1,330.79,302.0,1.0,330.79,7,1,VIP Big Spenders
13707,266,2,806.41,266.0,2.0,806.41,4,1,VIP Big Spenders
13708,270,1,285.33,270.0,1.0,285.33,7,1,VIP Big Spenders
13709,3,13,6307.650000000001,3.0,13.0,6307.650000000001,5,0,Loyal Frequent Buyers
13710,31,1,180.48,31.0,1.0,180.48,9,1,VIP Big Spenders
13711,218,2,252.06,218.0,2.0,252.06,4,1,VIP Big Spenders
13712,246,1,228.84,246.0,1.0,228.84,7,1,VIP Big Spenders
13715,280,5,1077.39,280.0,5.0,1077.39,4,1,VIP Big Spenders
13716,268,1,138.28,268.0,1.0,138.28,6,1,VIP Big Spenders
13717,31,6,1445.01,31.0,6.0,1445.01,3,0,Loyal Frequent Buyers
13718,245,2,306.55,245.0,2.0,306.55,4,1,VIP Big Spenders
13719,14,5,1041.68,14.0,5.0,1041.68,2,0,Loyal Frequent Buyers
13720,116,4,799.9,116.0,4.0,799.9,4,0,Loyal Frequent Buyers
13721,35,1,524.14,35.0,1.0,524.14,1,1,VIP Big Spenders
13722,131,3,2375.41,131.0,3.0,2375.41,3,0,Loyal Frequent Buyers
13723,216,1,199.85000000000002,216.0,1.0,199.85000000000002,6,1,VIP Big Spenders
13725,49,8,1980.56,49.0,8.0,1980.56,3,0,Loyal Frequent Buyers
13726,38,2,1079.6599999999999,38.0,2.0,1079.6599999999999,8,0,Loyal Frequent Buyers
13727,28,2,333.48,28.0,2.0,333.48,0,1,VIP Big Spenders
13728,36,6,1016.14,36.0,6.0,1016.14,8,0,Loyal Frequent Buyers
13730,135,2,752.6,135.0,2.0,752.6,4,1,VIP Big Spenders
13731,218,2,610.59,218.0,2.0,610.59,4,1,VIP Big Spenders
13732,27,1,491.86,27.0,1.0,491.86,1,1,VIP Big Spenders
13735,24,4,2883.54,24.0,4.0,2883.54,3,0,Loyal Frequent Buyers
13736,4,2,729.8,4.0,2.0,729.8,0,0,Loyal Frequent Buyers
13737,199,1,339.59999999999997,199.0,1.0,339.59999999999997,7,1,VIP Big Spenders
13739,17,1,216.9,17.0,1.0,216.9,9,1,VIP Big Spenders
13740,240,1,350.75,240.0,1.0,350.75,7,1,VIP Big Spenders
13741,71,3,668.4300000000001,71.0,3.0,668.4300000000001,8,1,VIP Big Spenders
13742,16,12,3107.87,16.0,12.0,3107.87,5,0,Loyal Frequent Buyers
13743,2,7,1341.6,2.0,7.0,1341.6,2,0,Loyal Frequent Buyers
13744,94,2,1080.52,94.0,2.0,1080.52,4,1,VIP Big Spenders
13745,161,1,300.04,161.0,1.0,300.04,7,1,VIP Big Spenders
13747,373,1,79.6,368.0,1.0,79.6,6,1,VIP Big Spenders
13748,95,5,948.25,95.0,5.0,948.25,3,0,Loyal Frequent Buyers
13750,53,5,1647.26,53.0,5.0,1647.26,3,0,Loyal Frequent Buyers
13751,287,1,296.25,287.0,1.0,296.25,7,1,VIP Big Spenders
13752,123,6,1175.38,123.0,6.0,1175.38,3,0,Loyal Frequent Buyers
13753,287,1,741.26,287.0,1.0,741.26,7,1,VIP Big Spenders
13754,151,2,282.59999999999997,151.0,2.0,282.59999999999997,4,1,VIP Big Spenders
13755,3,9,2108.06,3.0,9.0,2108.06,2,0,Loyal Frequent Buyers
13756,1,14,5189.52,1.0,14.0,5189.52,5,0,Loyal Frequent Buyers
13758,11,7,3190.55,11.0,7.0,3190.55,2,0,Loyal Frequent Buyers
13759,32,2,659.4100000000001,32.0,2.0,659.4100000000001,8,1,VIP Big Spenders
13760,53,2,286.79,53.0,2.0,286.79,4,1,VIP Big Spenders
13761,49,2,1070.65,49.0,2.0,1070.65,8,1,VIP Big Spenders
13762,218,1,306.72,218.0,1.0,306.72,7,1,VIP Big Spenders
13763,62,1,1714.96,62.0,1.0,1714.96,1,1,VIP Big Spenders
13764,70,3,1519.42,70.0,3.0,1519.42,8,0,Loyal Frequent Buyers
13767,1,37,17220.36,1.0,30.0,17220.36,5,0,Loyal Frequent Buyers
13769,1,10,2796.51,1.0,10.0,2796.51,2,0,Loyal Frequent Buyers
13771,63,4,2634.45,63.0,4.0,2634.45,3,0,Loyal Frequent Buyers
13772,33,3,1122.63,33.0,3.0,1122.63,8,0,Loyal Frequent Buyers
13774,81,1,345.0,81.0,1.0,345.0,1,1,VIP Big Spenders
13777,0,33,25977.16,0.0,30.0,19780.487800000003,5,0,Loyal Frequent Buyers
13778,102,1,178.7,102.0,1.0,178.7,6,1,VIP Big Spenders
13780,6,2,360.01,6.0,2.0,360.01,0,0,Loyal Frequent Buyers
13781,250,1,127.84,250.0,1.0,127.84,6,1,VIP Big Spenders
13782,12,6,908.86,12.0,6.0,908.86,2,0,Loyal Frequent Buyers
13784,9,11,2462.79,9.0,11.0,2462.79,2,0,Loyal Frequent Buyers
13786,366,1,230.39999999999998,366.0,1.0,230.39999999999998,7,1,VIP Big Spenders
13787,75,2,309.04,75.0,2.0,309.04,4,1,VIP Big Spenders
13790,3,1,348.8,3.0,1.0,348.8,0,1,VIP Big Spenders
13791,127,2,1516.0,127.0,2.0,1516.0,4,1,VIP Big Spenders
13792,65,2,195.55,65.0,2.0,195.55,9,1,VIP Big Spenders
13798,0,57,37153.85,0.0,30.0,19780.487800000003,5,0,Loyal Frequent Buyers
13799,116,2,688.86,116.0,2.0,688.86,4,1,VIP Big Spenders
13800,309,1,558.32,309.0,1.0,558.32,7,1,VIP Big Spenders
13801,66,1,324.8,66.0,1.0,324.8,1,1,VIP Big Spenders
13802,138,3,4599.42,138.0,3.0,4599.42,3,0,Loyal Frequent Buyers
13803,254,1,277.07,254.0,1.0,277.07,7,1,VIP Big Spenders
13804,30,7,2588.39,30.0,7.0,2588.39,3,0,Loyal Frequent Buyers
13805,51,2,924.6,51.0,2.0,924.6,8,1,VIP Big Spenders
13806,63,1,256.38,63.0,1.0,256.38,1,1,VIP Big Spenders
13807,366,1,112.6,366.0,1.0,112.6,6,1,VIP Big Spenders
13808,5,5,1747.66,5.0,5.0,1747.66,2,0,Loyal Frequent Buyers
13809,304,1,155.05,304.0,1.0,155.05,6,1,VIP Big Spenders
13810,28,3,1499.01,28.0,3.0,1499.01,8,0,Loyal Frequent Buyers
13811,183,3,814.5,183.0,3.0,814.5,4,1,VIP Big Spenders
13812,41,3,539.0,41.0,3.0,539.0,8,0,Loyal Frequent Buyers
13813,39,4,1366.8600000000001,39.0,4.0,1366.8600000000001,8,0,Loyal Frequent Buyers
13814,91,2,1579.12,91.0,2.0,1579.12,4,1,VIP Big Spenders
13815,21,4,4027.36,21.0,4.0,4027.36,3,0,Loyal Frequent Buyers
13816,23,2,571.6700000000001,23.0,2.0,571.6700000000001,0,1,VIP Big Spenders
13817,28,2,382.98,28.0,2.0,382.98,0,1,VIP Big Spenders
13819,301,3,1140.35,301.0,3.0,1140.35,4,1,VIP Big Spenders
13821,144,2,385.64,144.0,2.0,385.64,4,1,VIP Big Spenders
13822,5,2,632.0,5.0,2.0,632.0,0,0,Loyal Frequent Buyers
13823,18,2,957.66,18.0,2.0,957.66,8,0,Loyal Frequent Buyers
13824,32,5,1698.94,32.0,5.0,1698.94,3,0,Loyal Frequent Buyers
13826,175,1,189.5,175.0,1.0,189.5,6,1,VIP Big Spenders
13827,57,3,409.8,57.0,3.0,409.8,8,1,VIP Big Spenders
13828,21,1,209.49,21.0,1.0,209.49,9,1,VIP Big Spenders
13831,15,6,2198.45,15.0,6.0,2198.45,2,0,Loyal Frequent Buyers
13832,18,1,52.199999999999996,18.0,1.0,52.199999999999996,9,1,VIP Big Spenders
13833,158,1,383.85,158.0,1.0,383.85,7,1,VIP Big Spenders
13835,24,4,834.57,24.0,4.0,834.57,8,0,Loyal Frequent Buyers
13837,211,2,266.59000000000003,211.0,2.0,266.59000000000003,4,1,VIP Big Spenders
13838,5,4,674.82,5.0,4.0,674.82,2,0,Loyal Frequent Buyers
13841,252,1,85.0,252.0,1.0,85.0,6,1,VIP Big Spenders
13842,58,9,3385.62,58.0,9.0,3385.62,3,0,Loyal Frequent Buyers
13844,10,1,361.62,10.0,1.0,361.62,9,1,VIP Big Spenders
13845,64,1,312.98,64.0,1.0,312.98,1,1,VIP Big Spenders
13846,24,3,865.0600000000001,24.0,3.0,865.0600000000001,8,0,Loyal Frequent Buyers
13848,91,3,1255.0,91.0,3.0,1255.0,8,0,Loyal Frequent Buyers
13849,51,2,1537.95,51.0,2.0,1537.95,8,0,Loyal Frequent Buyers
13850,128,1,1595.48,128.0,1.0,1595.48,1,1,VIP Big Spenders
13851,95,3,2651.46,95.0,3.0,2651.46,3,0,Loyal Frequent Buyers
13853,56,1,1090.14,56.0,1.0,1090.14,1,1,VIP Big Spenders
13854,8,25,8109.5199999999995,8.0,25.0,8109.5199999999995,5,0,Loyal Frequent Buyers
13856,168,3,388.5,168.0,3.0,388.5,4,1,VIP Big Spenders
13858,56,1,216.17,56.0,1.0,216.17,9,1,VIP Big Spenders
13859,325,1,201.16,325.0,1.0,201.16,7,1,VIP Big Spenders
13860,0,5,1245.9,0.0,5.0,1245.9,2,0,Loyal Frequent Buyers
13862,17,8,2209.36,17.0,8.0,2209.36,2,0,Loyal Frequent Buyers
13863,247,1,305.78,247.0,1.0,305.78,7,1,VIP Big Spenders
13865,57,4,501.56,57.0,4.0,501.56,8,0,Loyal Frequent Buyers
13866,73,1,145.67000000000002,73.0,1.0,145.67000000000002,9,1,VIP Big Spenders
13867,30,3,1005.09,30.0,3.0,1005.09,8,0,Loyal Frequent Buyers
13868,6,2,3192.54,6.0,2.0,3192.54,2,0,Loyal Frequent Buyers
13869,122,4,3083.65,122.0,4.0,3083.65,3,0,Loyal Frequent Buyers
13870,1,8,2770.94,1.0,8.0,2770.94,2,0,Loyal Frequent Buyers
13871,22,13,6403.25,22.0,13.0,6403.25,5,0,Loyal Frequent Buyers
13873,119,3,389.6,119.0,3.0,389.6,4,1,VIP Big Spenders
13874,357,1,540.45,357.0,1.0,540.45,7,1,VIP Big Spenders
13875,53,5,1786.79,53.0,5.0,1786.79,3,0,Loyal Frequent Buyers
13876,63,1,122.7,63.0,1.0,122.7,9,1,VIP Big Spenders
13877,85,1,117.24,85.0,1.0,117.24,9,1,VIP Big Spenders
13878,54,1,1271.57,54.0,1.0,1271.57,1,1,VIP Big Spenders
13880,20,13,3219.77,20.0,13.0,3219.77,5,0,Loyal Frequent Buyers
13881,3,20,17159.52,3.0,20.0,17159.52,5,0,Loyal Frequent Buyers
13882,2,5,1191.13,2.0,5.0,1191.13,2,0,Loyal Frequent Buyers
13883,10,5,2674.48,10.0,5.0,2674.48,2,0,Loyal Frequent Buyers
13884,6,5,787.6,6.0,5.0,787.6,2,0,Loyal Frequent Buyers
13885,188,2,506.8,188.0,2.0,506.8,4,1,VIP Big Spenders
13886,70,1,243.56,70.0,1.0,243.56,1,1,VIP Big Spenders
13887,203,1,349.55,203.0,1.0,349.55,7,1,VIP Big Spenders
13888,119,2,595.67,119.0,2.0,595.67,4,1,VIP Big Spenders
13889,92,1,416.90000000000003,92.0,1.0,416.90000000000003,1,1,VIP Big Spenders
13890,0,10,1883.8100000000002,0.0,10.0,1883.8100000000002,2,0,Loyal Frequent Buyers
13892,26,4,632.97,26.0,4.0,632.97,8,0,Loyal Frequent Buyers
13893,297,1,821.1,297.0,1.0,821.1,7,1,VIP Big Spenders
13894,23,3,564.62,23.0,3.0,564.62,8,0,Loyal Frequent Buyers
13895,27,4,2593.07,27.0,4.0,2593.07,3,0,Loyal Frequent Buyers
13897,49,1,311.16,49.0,1.0,311.16,1,1,VIP Big Spenders
13898,325,1,155.93,325.0,1.0,155.93,6,1,VIP Big Spenders
13899,15,2,388.52,15.0,2.0,388.52,0,1,VIP Big Spenders
13900,182,3,740.95,182.0,3.0,740.95,4,1,VIP Big Spenders
13901,71,5,2867.2,71.0,5.0,2867.2,3,0,Loyal Frequent Buyers
13904,36,2,332.64,36.0,2.0,332.64,0,1,VIP Big Spenders
13908,79,4,2369.55,79.0,4.0,2369.55,3,0,Loyal Frequent Buyers
13911,56,9,2580.91,56.0,9.0,2580.91,3,0,Loyal Frequent Buyers
13914,11,2,626.45,11.0,2.0,626.45,0,0,Loyal Frequent Buyers
13917,49,2,272.04,49.0,2.0,272.04,9,1,VIP Big Spenders
13918,49,2,1212.8400000000001,49.0,2.0,1212.8400000000001,8,0,Loyal Frequent Buyers
13919,58,2,384.81,58.0,2.0,384.81,4,1,VIP Big Spenders
13922,351,1,172.25,351.0,1.0,172.25,6,1,VIP Big Spenders
13923,53,1,351.13,53.0,1.0,351.13,1,1,VIP Big Spenders
13924,1,6,1838.8500000000001,1.0,6.0,1838.8500000000001,2,0,Loyal Frequent Buyers
13925,92,4,678.25,92.0,4.0,678.25,4,0,Loyal Frequent Buyers
13926,22,1,223.85000000000002,22.0,1.0,223.85000000000002,9,1,VIP Big Spenders
13927,74,1,348.99,74.0,1.0,348.99,1,1,VIP Big Spenders
13928,10,4,464.57,10.0,4.0,464.57,0,0,Loyal Frequent Buyers
13929,168,2,842.65,168.0,2.0,842.65,4,1,VIP Big Spenders
13930,57,2,337.34,57.0,2.0,337.34,4,1,VIP Big Spenders
13931,95,2,1237.53,95.0,2.0,1237.53,4,1,VIP Big Spenders
13932,294,1,307.4,294.0,1.0,307.4,7,1,VIP Big Spenders
13933,108,2,608.7900000000001,108.0,2.0,608.7900000000001,4,1,VIP Big Spenders
13934,263,1,922.1,263.0,1.0,922.1,7,1,VIP Big Spenders
13936,179,1,376.58,179.0,1.0,376.58,7,1,VIP Big Spenders
13937,168,1,158.85,168.0,1.0,158.85,6,1,VIP Big Spenders
13938,34,1,71.66,34.0,1.0,71.66,9,1,VIP Big Spenders
13939,22,3,568.55,22.0,3.0,568.55,8,0,Loyal Frequent Buyers
13940,16,4,839.14,16.0,4.0,839.14,8,0,Loyal Frequent Buyers
13941,21,5,5112.96,21.0,5.0,5112.96,3,0,Loyal Frequent Buyers
13946,78,3,561.5699999999999,78.0,3.0,561.5699999999999,4,1,VIP Big Spenders
13947,64,1,90.6,64.0,1.0,90.6,9,1,VIP Big Spenders
13948,360,1,102.0,360.0,1.0,102.0,6,1,VIP Big Spenders
13949,2,6,2427.32,2.0,6.0,2427.32,2,0,Loyal Frequent Buyers
13950,10,4,745.06,10.0,4.0,745.06,8,0,Loyal Frequent Buyers
13951,175,3,674.45,175.0,3.0,674.45,4,1,VIP Big Spenders
13952,217,2,3251.071,217.0,2.0,3251.071,4,1,VIP Big Spenders
13953,6,7,3515.68,6.0,7.0,3515.68,2,0,Loyal Frequent Buyers
13954,1,2,439.92,1.0,2.0,439.92,0,0,Loyal Frequent Buyers
13955,153,2,322.96,153.0,2.0,322.96,4,1,VIP Big Spenders
13956,4,5,1019.27,4.0,5.0,1019.27,2,0,Loyal Frequent Buyers
13959,78,3,594.04,78.0,3.0,594.04,4,1,VIP Big Spenders
13960,20,2,230.22,20.0,2.0,230.22,0,1,VIP Big Spenders
13962,21,2,169.55,21.0,2.0,169.55,9,1,VIP Big Spenders
13963,307,4,664.54,307.0,4.0,664.54,4,1,VIP Big Spenders
13967,145,1,80.7,145.0,1.0,80.7,6,1,VIP Big Spenders
13969,6,18,9024.17,6.0,18.0,9024.17,5,0,Loyal Frequent Buyers
13971,18,8,2758.26,18.0,8.0,2758.26,2,0,Loyal Frequent Buyers
13972,70,2,190.25,70.0,2.0,190.25,9,1,VIP Big Spenders
13973,286,1,264.7,286.0,1.0,264.7,7,1,VIP Big Spenders
13974,48,1,413.59000000000003,48.0,1.0,413.59000000000003,1,1,VIP Big Spenders
13975,30,6,2461.2400000000002,30.0,6.0,2461.2400000000002,3,0,Loyal Frequent Buyers
13976,206,1,357.98,206.0,1.0,357.98,7,1,VIP Big Spenders
13978,14,2,196.79000000000002,14.0,2.0,196.79000000000002,0,1,VIP Big Spenders
13979,72,1,869.87,72.0,1.0,869.87,1,1,VIP Big Spenders
13980,59,1,200.14,59.0,1.0,200.14,9,1,VIP Big Spenders
13982,38,4,1871.81,38.0,4.0,1871.81,3,0,Loyal Frequent Buyers
13983,29,12,2603.43,29.0,12.0,2603.43,3,0,Loyal Frequent Buyers
13984,26,5,920.51,26.0,5.0,920.51,8,0,Loyal Frequent Buyers
13985,3,15,7060.13,3.0,15.0,7060.13,5,0,Loyal Frequent Buyers
13986,16,1,320.46,16.0,1.0,320.46,9,1,VIP Big Spenders
13988,19,6,4147.96,19.0,6.0,4147.96,3,0,Loyal Frequent Buyers
13989,65,2,1266.08,65.0,2.0,1266.08,8,1,VIP Big Spenders
13990,212,1,311.3,212.0,1.0,311.3,7,1,VIP Big Spenders
13991,11,6,852.88,11.0,6.0,852.88,2,0,Loyal Frequent Buyers
13992,29,1,76.8,29.0,1.0,76.8,9,1,VIP Big Spenders
13993,42,9,3466.36,42.0,9.0,3466.36,3,0,Loyal Frequent Buyers
13994,3,6,2274.14,3.0,6.0,2274.14,2,0,Loyal Frequent Buyers
13995,14,5,1393.69,14.0,5.0,1393.69,2,0,Loyal Frequent Buyers
13999,9,12,3901.81,9.0,12.0,3901.81,5,0,Loyal Frequent Buyers
14000,210,1,635.66,210.0,1.0,635.66,7,1,VIP Big Spenders
14001,45,3,2043.0800000000002,45.0,3.0,2043.0800000000002,8,0,Loyal Frequent Buyers
14002,133,2,529.73,133.0,2.0,529.73,4,1,VIP Big Spenders
14004,42,7,4582.64,42.0,7.0,4582.64,3,0,Loyal Frequent Buyers
14005,9,5,2874.72,9.0,5.0,2874.72,2,0,Loyal Frequent Buyers
14006,115,3,962.19,115.0,3.0,962.19,4,1,VIP Big Spenders
14009,197,2,695.61,197.0,2.0,695.61,4,1,VIP Big Spenders
14012,277,1,328.8,277.0,1.0,328.8,7,1,VIP Big Spenders
14013,109,3,473.02,109.0,3.0,473.02,4,1,VIP Big Spenders
14014,76,1,505.18,76.0,1.0,505.18,1,1,VIP Big Spenders
14015,52,1,917.34,52.0,1.0,917.34,1,1,VIP Big Spenders
14016,161,4,4341.21,161.0,4.0,4341.21,3,0,Loyal Frequent Buyers
14019,46,3,1421.61,46.0,3.0,1421.61,8,0,Loyal Frequent Buyers
14020,16,2,642.8,16.0,2.0,642.8,0,0,Loyal Frequent Buyers
14021,154,3,631.9,154.0,3.0,631.9,4,1,VIP Big Spenders
14022,224,1,440.0,224.0,1.0,440.0,7,1,VIP Big Spenders
14023,6,2,584.07,6.0,2.0,584.07,0,0,Loyal Frequent Buyers
14024,121,2,327.7,121.0,2.0,327.7,4,1,VIP Big Spenders
14027,60,1,104.82,60.0,1.0,104.82,9,1,VIP Big Spenders
14029,62,2,467.66,62.0,2.0,467.66,4,1,VIP Big Spenders
14030,17,8,2358.84,17.0,8.0,2358.84,2,0,Loyal Frequent Buyers
14031,6,19,17286.86,6.0,19.0,17286.86,5,0,Loyal Frequent Buyers
14032,1,11,2975.59,1.0,11.0,2975.59,5,0,Loyal Frequent Buyers
14034,21,3,648.89,21.0,3.0,648.89,8,0,Loyal Frequent Buyers
14035,28,5,1428.02,28.0,5.0,1428.02,8,0,Loyal Frequent Buyers
14036,284,1,626.65,284.0,1.0,626.65,7,1,VIP Big Spenders
14037,175,2,147.20000000000002,175.0,2.0,147.20000000000002,6,1,VIP Big Spenders
14038,77,3,1560.38,77.0,3.0,1560.38,8,0,Loyal Frequent Buyers
14039,32,1,152.2,32.0,1.0,152.2,9,1,VIP Big Spenders
14040,40,12,3560.32,40.0,12.0,3560.32,3,0,Loyal Frequent Buyers
14041,265,1,141.41,265.0,1.0,141.41,6,1,VIP Big Spenders
14044,26,4,646.42,26.0,4.0,646.42,8,0,Loyal Frequent Buyers
14045,108,4,1659.75,108.0,4.0,1659.75,3,0,Loyal Frequent Buyers
14046,283,1,154.99,283.0,1.0,154.99,6,1,VIP Big Spenders
14047,8,5,1308.6100000000001,8.0,5.0,1308.6100000000001,2,0,Loyal Frequent Buyers
14048,304,1,409.93,304.0,1.0,409.93,7,1,VIP Big Spenders
14049,16,4,5578.72,16.0,4.0,5578.72,3,0,Loyal Frequent Buyers
14050,31,2,746.36,31.0,2.0,746.36,8,1,VIP Big Spenders
14051,0,23,15610.390000000001,0.0,23.0,15610.390000000001,5,0,Loyal Frequent Buyers
14052,19,1,225.36,19.0,1.0,225.36,9,1,VIP Big Spenders
14053,123,2,260.25,123.0,2.0,260.25,4,1,VIP Big Spenders
14054,64,1,92.46,64.0,1.0,92.46,9,1,VIP Big Spenders
14055,105,1,725.6400000000001,105.0,1.0,725.6400000000001,1,1,VIP Big Spenders
14056,0,23,8152.71,0.0,23.0,8152.71,5,0,Loyal Frequent Buyers
14057,23,17,6211.66,23.0,17.0,6211.66,5,0,Loyal Frequent Buyers
14059,266,1,183.6,266.0,1.0,183.6,6,1,VIP Big Spenders
14060,4,19,6140.42,4.0,19.0,6140.42,5,0,Loyal Frequent Buyers
14062,9,12,10464.85,9.0,12.0,10464.85,5,0,Loyal Frequent Buyers
14064,28,5,1334.34,28.0,5.0,1334.34,8,0,Loyal Frequent Buyers
14066,266,1,152.55,266.0,1.0,152.55,6,1,VIP Big Spenders
14067,63,2,374.7,63.0,2.0,374.7,4,1,VIP Big Spenders
14068,319,1,265.85,319.0,1.0,265.85,7,1,VIP Big Spenders
14071,3,8,1437.57,3.0,8.0,1437.57,2,0,Loyal Frequent Buyers
14073,31,1,151.04,31.0,1.0,151.04,9,1,VIP Big Spenders
14075,4,3,942.26,4.0,3.0,942.26,0,0,Loyal Frequent Buyers
14076,128,1,118.67,128.0,1.0,118.67,6,1,VIP Big Spenders
14077,40,5,499.41999999999996,40.0,5.0,499.41999999999996,8,0,Loyal Frequent Buyers
14078,101,6,1049.37,101.0,6.0,1049.37,3,0,Loyal Frequent Buyers
14079,124,1,375.1,124.0,1.0,375.1,1,1,VIP Big Spenders
14080,32,1,45.599999999999994,32.0,1.0,45.599999999999994,9,1,VIP Big Spenders
14081,301,2,921.62,301.0,2.0,921.62,4,1,VIP Big Spenders
14082,364,1,182.25,364.0,1.0,182.25,6,1,VIP Big Spenders
14083,3,9,1002.9,3.0,9.0,1002.9,2,0,Loyal Frequent Buyers
14085,1,18,4421.29,1.0,18.0,4421.29,5,0,Loyal Frequent Buyers
14087,2,1,191.47,2.0,1.0,191.47,9,1,VIP Big Spenders
14088,9,13,50491.81,9.0,13.0,19780.487800000003,5,0,Loyal Frequent Buyers
14089,56,1,158.75,56.0,1.0,158.75,9,1,VIP Big Spenders
14090,324,1,76.32000000000001,324.0,1.0,76.32000000000001,6,1,VIP Big Spenders
14092,7,14,4076.91,7.0,14.0,4076.91,5,0,Loyal Frequent Buyers
14093,11,1,433.86,11.0,1.0,433.86,0,1,VIP Big Spenders
14096,3,17,65164.79,3.0,17.0,19780.487800000003,5,0,Loyal Frequent Buyers
14098,36,1,147.35,36.0,1.0,147.35,9,1,VIP Big Spenders
14099,15,11,3104.17,15.0,11.0,3104.17,5,0,Loyal Frequent Buyers
14100,137,1,191.95000000000002,137.0,1.0,191.95000000000002,6,1,VIP Big Spenders
14101,73,6,5976.79,73.0,6.0,5976.79,3,0,Loyal Frequent Buyers
14102,4,5,1105.8799999999999,4.0,5.0,1105.8799999999999,2,0,Loyal Frequent Buyers
14104,154,2,216.20999999999998,154.0,2.0,216.20999999999998,4,1,VIP Big Spenders
14105,238,1,1266.23,238.0,1.0,1266.23,7,1,VIP Big Spenders
14107,51,7,2703.23,51.0,7.0,2703.23,3,0,Loyal Frequent Buyers
14108,30,2,597.91,30.0,2.0,597.91,8,1,VIP Big Spenders
14109,72,1,144.2,72.0,1.0,144.2,9,1,VIP Big Spenders
